a1 a2 energy
41.855778 41.855781 -0.042662333 
41.872154 41.872156 -0.04265334 
41.888529 41.888532 -0.042644346 
41.904905 41.904907 -0.042635351 
41.92128 41.921283 -0.042626354 
41.937655 41.937658 -0.042617358 
41.954031 41.954034 -0.04260836 
41.970407 41.970409 -0.042599362 
41.986782 41.986785 -0.042590364 
42.003158 42.00316 -0.042581365 
42.019533 42.019536 -0.042572367 
42.035908 42.035911 -0.042563369 
42.052284 42.052287 -0.04255437 
42.06866 42.068662 -0.042545373 
42.085035 42.085038 -0.042536376 
42.101411 42.101413 -0.04252738 
42.117786 42.117789 -0.042518384 
42.134161 42.134164 -0.04250939 
42.150537 42.15054 -0.042500396 
42.166913 42.166915 -0.042491404 
42.183288 42.183291 -0.042482414 
42.199663 42.199666 -0.042473425 
42.216039 42.216042 -0.042464438 
42.232414 42.232417 -0.042455452 
42.24879 42.248793 -0.042446469 
42.265166 42.265168 -0.042437488 
42.281541 42.281544 -0.042428509 
42.297916 42.297919 -0.042419532 
42.314292 42.314295 -0.042410558 
42.330667 42.33067 -0.042401586 
42.347043 42.347046 -0.042392618 
42.363419 42.363421 -0.042383652 
42.379794 42.379797 -0.042374689 
42.396169 42.396172 -0.042365729 
42.412545 42.412548 -0.042356773 
42.42892 42.428923 -0.04234782 
42.445296 42.445299 -0.042338871 
42.461672 42.461674 -0.042329925 
42.478047 42.47805 -0.042320983 
42.494422 42.494425 -0.042312045 
42.510798 42.510801 -0.042303111 
42.527173 42.527176 -0.04229418 
42.543549 42.543552 -0.042285255 
42.559925 42.559928 -0.042276333 
42.5763 42.576303 -0.042267416 
42.592675 42.592679 -0.042258504 
42.609051 42.609054 -0.042249596 
42.625426 42.62543 -0.042240693 
42.641802 42.641805 -0.042231795 
42.658178 42.658181 -0.042222902 
42.674553 42.674556 -0.042214014 
42.690929 42.690932 -0.042205131 
42.707304 42.707307 -0.042196253 
42.72368 42.723683 -0.042187381 
42.740055 42.740058 -0.042178515 
42.756431 42.756434 -0.042169654 
42.772806 42.772809 -0.042160799 
42.789182 42.789185 -0.04215195 
42.805557 42.80556 -0.042143107 
42.821933 42.821936 -0.042134269 
42.838308 42.838311 -0.042125438 
42.854684 42.854687 -0.042116613 
42.871059 42.871062 -0.042107795 
42.887435 42.887438 -0.042098983 
42.90381 42.903813 -0.042090177 
42.920186 42.920189 -0.042081378 
42.936561 42.936564 -0.042072586 
42.952936 42.95294 -0.0420638 
42.969312 42.969315 -0.042055022 
42.985688 42.985691 -0.04204625 
43.002063 43.002066 -0.042037485 
43.018439 43.018442 -0.042028728 
43.034814 43.034817 -0.042019978 
43.051189 43.051193 -0.042011235 
43.067565 43.067568 -0.0420025 
43.083941 43.083944 -0.041993772 
43.100316 43.100319 -0.041985052 
43.116692 43.116695 -0.041976339 
43.133067 43.13307 -0.041967634 
43.149442 43.149446 -0.041958937 
43.165818 43.165821 -0.041950248 
43.182194 43.182197 -0.041941567 
43.198569 43.198572 -0.041932894 
43.214945 43.214948 -0.041924229 
43.23132 43.231323 -0.041915572 
43.247695 43.247699 -0.041906924 
43.264071 43.264074 -0.041898284 
43.280447 43.28045 -0.041889652 
43.296822 43.296825 -0.041881029 
43.313198 43.313201 -0.041872415 
43.329573 43.329576 -0.041863809 
43.345948 43.345952 -0.041855212 
43.362324 43.362327 -0.041846624 
43.3787 43.378703 -0.041838045 
43.395075 43.395078 -0.041829475 
43.411451 43.411454 -0.041820914 
43.427826 43.427829 -0.041812361 
43.444201 43.444205 -0.041803819 
43.460577 43.46058 -0.041795285 
43.476953 43.476956 -0.04178676 
43.493328 43.493331 -0.041778245 
43.509704 43.509707 -0.04176974 
43.526079 43.526082 -0.041761244 
43.542454 43.542458 -0.041752757 
43.55883 43.558833 -0.041744281 
43.575206 43.575209 -0.041735813 
43.591581 43.591584 -0.041727356 
43.607957 43.60796 -0.041718908 
43.624332 43.624335 -0.041710471 
43.640707 43.640711 -0.041702043 
43.657083 43.657086 -0.041693625 
43.673459 43.673462 -0.041685217 
43.689834 43.689837 -0.04167682 
43.706209 43.706213 -0.041668432 
43.722585 43.722588 -0.041660055 
43.73896 43.738964 -0.041651688 
43.755336 43.755339 -0.041643332 
43.771712 43.771715 -0.041634985 
43.788087 43.78809 -0.04162665 
43.804462 43.804466 -0.041618324 
43.820838 43.820841 -0.04161001 
43.837213 43.837217 -0.041601706 
43.853589 43.853592 -0.041593412 
43.869965 43.869968 -0.04158513 
43.88634 43.886343 -0.041576858 
43.902715 43.902719 -0.041568596 
43.919091 43.919094 -0.041560346 
43.935466 43.93547 -0.041552107 
43.951842 43.951845 -0.041543878 
43.968218 43.968221 -0.041535661 
43.984593 43.984596 -0.041527454 
44.000968 44.000972 -0.041519259 
44.017344 44.017347 -0.041511075 
44.033719 44.033723 -0.041502902 
44.050095 44.050098 -0.04149474 
44.066471 44.066474 -0.04148659 
44.082846 44.082849 -0.041478451 
44.099221 44.099225 -0.041470323 
44.115597 44.1156 -0.041462206 
44.131972 44.131976 -0.041454102 
44.148348 44.148351 -0.041446008 
44.164724 44.164727 -0.041437926 
44.181099 44.181102 -0.041429856 
44.197474 44.197478 -0.041421797 
44.21385 44.213853 -0.04141375 
44.230225 44.230229 -0.041405715 
44.246601 44.246604 -0.041397691 
44.262977 44.26298 -0.041389679 
44.279352 44.279355 -0.041381679 
44.295727 44.295731 -0.041373691 
44.312103 44.312106 -0.041365714 
44.328478 44.328482 -0.04135775 
44.344854 44.344857 -0.041349797 
44.36123 44.361233 -0.041341857 
44.377605 44.377608 -0.041333928 
44.39398 44.393984 -0.041326011 
44.410356 44.410359 -0.041318107 
44.426731 44.426735 -0.041310215 
44.443107 44.44311 -0.041302335 
44.459483 44.459486 -0.041294467 
44.475858 44.475861 -0.041286611 
44.492233 44.492237 -0.041278767 
44.508609 44.508612 -0.041270936 
44.524984 44.524988 -0.041263117 
44.54136 44.541363 -0.04125531 
44.557735 44.557739 -0.041247516 
44.574111 44.574114 -0.041239734 
44.590486 44.59049 -0.041231965 
44.606862 44.606865 -0.041224208 
44.623237 44.623241 -0.041216463 
44.639613 44.639616 -0.041208731 
44.655988 44.655992 -0.041201011 
44.672364 44.672367 -0.041193304 
44.688739 44.688743 -0.04118561 
44.705115 44.705118 -0.041177928 
44.72149 44.721494 -0.041170259 
44.737866 44.737869 -0.041162602 
44.754241 44.754245 -0.041154958 
44.770617 44.77062 -0.041147327 
44.786992 44.786996 -0.041139709 
44.803368 44.803371 -0.041132103 
44.819743 44.819747 -0.04112451 
44.836119 44.836122 -0.04111693 
44.852494 44.852498 -0.041109363 
44.86887 44.868873 -0.041101808 
44.885245 44.885249 -0.041094267 
44.901621 44.901624 -0.041086738 
44.917996 44.918 -0.041079222 
44.934372 44.934375 -0.041071719 
44.950747 44.950751 -0.041064229 
44.967123 44.967126 -0.041056752 
44.983498 44.983502 -0.041049288 
44.999874 44.999877 -0.041041837 
45.016249 45.016253 -0.041034399 
45.032625 45.032628 -0.041026973 
45.049 45.049004 -0.041019561 
45.065376 45.065379 -0.041012162 
45.081751 45.081755 -0.041004776 
45.098127 45.09813 -0.040997404 
45.114502 45.114506 -0.040990044 
45.130878 45.130881 -0.040982697 
45.147253 45.147257 -0.040975364 
45.163629 45.163632 -0.040968044 
45.180004 45.180008 -0.040960736 
45.19638 45.196383 -0.040953442 
45.212755 45.212759 -0.040946162 
45.229131 45.229134 -0.040938894 
45.245506 45.24551 -0.04093164 
45.261882 45.261885 -0.040924399 
45.278257 45.278261 -0.040917171 
45.294633 45.294636 -0.040909956 
45.311008 45.311012 -0.040902755 
45.327384 45.327387 -0.040895567 
45.343759 45.343763 -0.040888392 
45.360135 45.360138 -0.040881231 
45.37651 45.376514 -0.040874082 
45.392886 45.392889 -0.040866948 
45.409261 45.409265 -0.040859826 
45.425637 45.42564 -0.040852718 
45.442012 45.442016 -0.040845623 
45.458388 45.458391 -0.040838542 
45.474763 45.474767 -0.040831474 
45.491139 45.491142 -0.040824419 
45.507514 45.507518 -0.040817378 
45.52389 45.523893 -0.04081035 
45.540265 45.540269 -0.040803335 
45.556641 45.556644 -0.040796334 
45.573016 45.57302 -0.040789346 
45.589392 45.589395 -0.040782372 
45.605767 45.605771 -0.040775411 
45.622143 45.622146 -0.040768464 
45.638518 45.638522 -0.04076153 
45.654894 45.654897 -0.040754609 
45.671269 45.671273 -0.040747702 
45.687645 45.687648 -0.040740809 
45.70402 45.704024 -0.040733928 
45.720396 45.720399 -0.040727062 
45.736771 45.736775 -0.040720209 
45.753147 45.75315 -0.040713369 
45.769522 45.769526 -0.040706542 
45.785898 45.785901 -0.04069973 
45.802273 45.802277 -0.04069293 
45.818649 45.818652 -0.040686145 
45.835024 45.835028 -0.040679372 
45.8514 45.851403 -0.040672613 
45.867775 45.867779 -0.040665868 
45.884151 45.884154 -0.040659136 
45.900526 45.90053 -0.040652418 
45.916902 45.916905 -0.040645713 
45.933277 45.933281 -0.040639022 
45.949653 45.949656 -0.040632344 
45.966028 45.966032 -0.040625679 
45.982404 45.982407 -0.040619029 
45.998779 45.998783 -0.040612391 
46.015155 46.015158 -0.040605767 
46.03153 46.031534 -0.040599157 
46.047906 46.047909 -0.04059256 
46.064281 46.064285 -0.040585977 
46.080657 46.08066 -0.040579407 
46.097032 46.097036 -0.040572851 
46.113408 46.113411 -0.040566308 
46.129783 46.129787 -0.040559779 
46.146159 46.146162 -0.040553263 
46.162534 46.162538 -0.040546761 
46.17891 46.178913 -0.040540272 
46.195285 46.195289 -0.040533796 
46.211661 46.211664 -0.040527334 
46.228036 46.22804 -0.040520886 
46.244412 46.244415 -0.040514451 
46.260787 46.260791 -0.04050803 
46.277163 46.277166 -0.040501622 
46.293538 46.293542 -0.040495227 
46.309914 46.309917 -0.040488846 
46.326289 46.326293 -0.040482479 
46.342665 46.342668 -0.040476125 
46.35904 46.359044 -0.040469784 
46.375416 46.375419 -0.040463457 
46.391791 46.391795 -0.040457143 
46.408167 46.40817 -0.040450843 
46.424542 46.424546 -0.040444556 
46.440918 46.440921 -0.040438283 
46.457293 46.457297 -0.040432023 
46.473669 46.473672 -0.040425776 
46.490044 46.490048 -0.040419543 
46.50642 46.506423 -0.040413324 
46.522795 46.522799 -0.040407117 
46.539171 46.539174 -0.040400924 
46.555546 46.55555 -0.040394745 
46.571922 46.571925 -0.040388579 
46.588297 46.588301 -0.040382426 
46.604673 46.604676 -0.040376287 
46.621048 46.621052 -0.040370161 
46.637424 46.637427 -0.040364048 
46.653799 46.653803 -0.040357949 
46.670175 46.670178 -0.040351863 
46.68655 46.686554 -0.04034579 
46.702926 46.702929 -0.040339731 
46.719301 46.719305 -0.040333685 
46.735677 46.73568 -0.040327652 
46.752052 46.752056 -0.040321633 
46.768428 46.768431 -0.040315627 
46.784804 46.784807 -0.040309634 
46.801179 46.801182 -0.040303655 
46.817554 46.817558 -0.040297688 
46.83393 46.833933 -0.040291735 
46.850305 46.850309 -0.040285796 
46.866681 46.866684 -0.040279869 
46.883057 46.88306 -0.040273956 
46.899432 46.899435 -0.040268056 
46.915807 46.915811 -0.040262169 
46.932183 46.932186 -0.040256295 
46.948558 46.948562 -0.040250435 
46.964934 46.964937 -0.040244588 
46.98131 46.981313 -0.040238754 
46.997685 46.997688 -0.040232933 
47.01406 47.014064 -0.040227125 
47.030436 47.030439 -0.04022133 
47.046811 47.046815 -0.040215549 
47.063187 47.06319 -0.040209781 
47.079563 47.079566 -0.040204025 
47.095938 47.095941 -0.040198283 
47.112313 47.112317 -0.040192554 
47.128689 47.128692 -0.040186838 
47.145064 47.145068 -0.040181135 
47.16144 47.161443 -0.040175445 
47.177816 47.177819 -0.040169768 
47.194191 47.194194 -0.040164105 
47.210566 47.21057 -0.040158454 
47.226942 47.226945 -0.040152816 
47.243317 47.243321 -0.040147191 
47.259693 47.259696 -0.040141579 
47.276069 47.276072 -0.04013598 
47.292444 47.292447 -0.040130394 
47.308819 47.308823 -0.040124821 
47.325195 47.325198 -0.040119261 
47.34157 47.341574 -0.040113714 
47.357946 47.357949 -0.04010818 
47.374322 47.374325 -0.040102658 
47.390697 47.3907 -0.04009715 
47.407072 47.407076 -0.040091654 
47.423448 47.423451 -0.040086172 
47.439823 47.439827 -0.040080702 
47.456199 47.456202 -0.040075244 
47.472575 47.472578 -0.0400698 
47.48895 47.488953 -0.040064369 
47.505325 47.505329 -0.04005895 
47.521701 47.521704 -0.040053544 
47.538076 47.53808 -0.04004815 
47.554452 47.554455 -0.04004277 
47.570828 47.570831 -0.040037402 
47.587203 47.587206 -0.040032047 
47.603578 47.603582 -0.040026705 
47.619954 47.619957 -0.040021375 
47.636329 47.636333 -0.040016058 
47.652705 47.652708 -0.040010753 
47.66908 47.669084 -0.040005462 
47.685456 47.685459 -0.040000182 
47.701831 47.701835 -0.039994916 
47.718207 47.71821 -0.039989662 
47.734582 47.734586 -0.03998442 
47.750958 47.750961 -0.039979192 
47.767333 47.767337 -0.039973975 
47.783709 47.783712 -0.039968771 
47.800084 47.800088 -0.03996358 
47.81646 47.816463 -0.039958401 
47.832835 47.832839 -0.039953235 
47.849211 47.849214 -0.039948081 
47.865586 47.86559 -0.03994294 
47.881962 47.881965 -0.039937811 
47.898337 47.898341 -0.039932694 
47.914713 47.914716 -0.03992759 
47.931088 47.931092 -0.039922498 
47.947464 47.947467 -0.039917419 
47.963839 47.963843 -0.039912352 
47.980215 47.980218 -0.039907297 
47.99659 47.996594 -0.039902255 
48.012966 48.012969 -0.039897225 
48.029341 48.029345 -0.039892207 
48.045717 48.04572 -0.039887201 
48.062092 48.062096 -0.039882208 
48.078468 48.078471 -0.039877227 
48.094843 48.094847 -0.039872258 
48.111219 48.111222 -0.039867301 
48.127594 48.127598 -0.039862357 
48.14397 48.143973 -0.039857424 
48.160345 48.160349 -0.039852504 
48.176721 48.176724 -0.039847596 
48.193096 48.1931 -0.0398427 
48.209472 48.209475 -0.039837816 
48.225847 48.225851 -0.039832945 
48.242223 48.242226 -0.039828085 
48.258598 48.258602 -0.039823237 
48.274974 48.274977 -0.039818402 
48.291349 48.291353 -0.039813578 
48.307725 48.307728 -0.039808766 
48.3241 48.324104 -0.039803967 
48.340476 48.340479 -0.039799179 
48.356852 48.356855 -0.039794403 
48.373227 48.37323 -0.039789639 
48.389603 48.389606 -0.039784888 
48.405978 48.405981 -0.039780147 
48.422354 48.422357 -0.039775419 
48.438729 48.438732 -0.039770703 
48.455105 48.455108 -0.039765998 
48.47148 48.471483 -0.039761306 
48.487856 48.487859 -0.039756625 
48.504231 48.504234 -0.039751956 
48.520607 48.52061 -0.039747298 
48.536982 48.536985 -0.039742653 
48.553358 48.553361 -0.039738019 
48.569733 48.569736 -0.039733397 
48.586109 48.586112 -0.039728786 
48.602484 48.602487 -0.039724187 
48.61886 48.618863 -0.0397196 
48.635235 48.635238 -0.039715024 
48.651611 48.651614 -0.03971046 
48.667986 48.667989 -0.039705908 
48.684362 48.684365 -0.039701367 
48.700737 48.70074 -0.039696838 
48.717113 48.717116 -0.03969232 
48.733488 48.733491 -0.039687814 
48.749864 48.749867 -0.039683319 
48.766239 48.766242 -0.039678836 
48.782615 48.782618 -0.039674364 
48.79899 48.798993 -0.039669904 
48.815366 48.815369 -0.039665455 
48.831741 48.831744 -0.039661017 
48.848117 48.84812 -0.039656591 
48.864492 48.864495 -0.039652176 
48.880868 48.880871 -0.039647773 
48.897243 48.897246 -0.039643381 
48.913619 48.913622 -0.039639 
48.929994 48.929997 -0.03963463 
48.94637 48.946373 -0.039630272 
48.962745 48.962748 -0.039625925 
48.979121 48.979124 -0.039621589 
48.995496 48.995499 -0.039617265 
49.011872 49.011875 -0.039612951 
49.028247 49.02825 -0.039608649 
49.044623 49.044626 -0.039604358 
49.060998 49.061001 -0.039600078 
49.077374 49.077377 -0.039595809 
49.093749 49.093752 -0.039591551 
49.110125 49.110128 -0.039587305 
49.1265 49.126503 -0.039583069 
